,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:00,GM: ,GM,All
32,0 days 00:00:35,"B: I think I'm in the nursery, it has a teddy bear in a chair",B,All
33,0 days 00:00:47,A: Hey,A,All
40,0 days 00:01:06,A: e,A,All
45,0 days 00:01:22,A: are there toys?,A,All
46,0 days 00:01:32,B: what kind of toys?,B,All
47,0 days 00:01:40,A: stuffed animals,A,All
48,0 days 00:01:43,A: octopus,A,All
49,0 days 00:01:54,"B: no octopus, there's a teddy bear on a chair",B,All
50,0 days 00:01:55,A: and there's a real animal there,A,All
83,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
96,0 days 00:03:19,A: I can't find it,A,All
98,0 days 00:03:20,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
99,0 days 00:03:26,B: i'll try to find yours,B,All
100,0 days 00:03:38,A: I'm in a bedroom now,A,All
101,0 days 00:03:47,A: and In can't move,A,All
102,0 days 00:03:53,A: so we're finished,A,All
103,0 days 00:03:53,B: okay,B,All
105,0 days 00:03:54,"GM: Unfortunately, you and your                                                   partner were somewhere else, but not                                                   in a room of the required type n/nursery",GM,All
106,0 days 00:03:54,"GM: Please enter the token below into                                                   the token field on the HIT webpage, and close this                                                    browser window.",GM,All
107,0 days 00:03:55,GM: ,GM,All
108,0 days 00:03:55,GM: Here's your token: 8527YEC2S,GM,All
109,0 days 00:04:07,A: ,A,All
111,0 days 00:04:38,B: ,B,All
