,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:19,"A: please proceed to a doorway and describe it, i will do the same",A,All
28,0 days 00:00:40,A: I am now in a doorway indoors,A,All
29,0 days 00:00:51,A: there is a piece of caution tape that is around the door handle,A,All
30,0 days 00:00:54,A: and going outside,A,All
31,0 days 00:01:13,A: there is some green foliage outside of the door,A,All
32,0 days 00:01:18,A: have you located a door way?,A,All
33,0 days 00:01:24,A: would you like to proceed to my doorway?,A,All
34,0 days 00:02:44,B: yes,B,All
42,0 days 00:02:58,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
43,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
45,0 days 00:03:16,"GM: Unfortunately, you and your                                                   partner were somewhere else, but not                                                   in a room of the required type d/doorway/indoor",GM,All
46,0 days 00:03:16,"GM: Please enter the token below into                                                   the token field on the HIT webpage, and close this                                                    browser window.",GM,All
47,0 days 00:03:17,GM: ,GM,All
48,0 days 00:03:17,GM: Here's your token: 230OHKY17,GM,All
49,0 days 00:03:32,A: ,A,All
51,0 days 00:04:46,B: ,B,All
53,0 days 01:31:59,GM: ,GM,All
