,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
26,0 days 00:00:21,B: in a wine celler,B,All
27,0 days 00:00:31,B: it has brown wood floor,B,All
28,0 days 00:00:47,B: tall wooden fancy racks,B,All
29,0 days 00:01:00,A: Okay. How do I move in the picture? ,A,All
30,0 days 00:01:10,B: chandelier on ceiling ,B,All
35,0 days 00:01:25,B: use /n /w etc on command,B,All
42,0 days 00:01:45,B: where the message goes,B,All
43,0 days 00:01:53,A: Something changed on my end when I do that. ,A,All
48,0 days 00:02:07,B: the picture,B,All
49,0 days 00:02:18,A: Yeah...the picture changed...now I'm in a bathroom. ,A,All
56,0 days 00:02:32,B: do it again until you find a wine cellar,B,All
59,0 days 00:02:48,B: if you dont find the one that im in i will go look for you,B,All
60,0 days 00:02:52,B: played before,B,All
61,0 days 00:03:00,A:  [/n]orth ,A,All
62,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
63,0 days 00:03:06,A: I never have played before,A,All
68,0 days 00:03:20,B: just keep moving through rooms,B,All
69,0 days 00:03:27,A: It just keeps taking me outside.... and to a bathroom...,A,All
74,0 days 00:03:37,B: when you find a wine cellar describe it,B,All
91,0 days 00:04:15,"A: Oh, I'm in a wine cellar",A,All
92,0 days 00:04:22,A: But it's just a lot of wood and wine. ,A,All
93,0 days 00:04:27,A: Not sure if it's the same spot?,A,All
94,0 days 00:04:45,B: not same spot you stay there i will look for you,B,All
105,0 days 00:05:07,A: All I see is wood and wine. I don't see anything else. ,A,All
108,0 days 00:05:27,B: i know what it looks like just got to find you,B,All
131,0 days 00:06:22,B: does it have very tall shelves,B,All
132,0 days 00:06:27,B: black ceiling,B,All
133,0 days 00:06:33,A: yes... not a black ceiling. ,A,All
134,0 days 00:06:41,A: It's a white ceiling. ,A,All
135,0 days 00:06:44,B: k ill keep looking,B,All
144,0 days 00:07:00,A: And I see a ton of wine... like stacks of wine. ,A,All
177,0 days 00:08:01,B: still looking,B,All
188,0 days 00:08:22,B: k,B,All
189,0 days 00:08:23,A: Do you want me to go somewhere else...?,A,All
190,0 days 00:08:25,B: im there,B,All
192,0 days 00:08:30,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
193,0 days 00:08:33,B: type /done,B,All
194,0 days 00:08:59,B: type /done to end game,B,All
195,0 days 00:09:04,B: no reply,B,All
197,0 days 00:09:22,GM: Well done! Both of you are                            indeed in the same room of type: w/wine_cellar/bottle_storage!,GM,All
198,0 days 00:09:22,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
199,0 days 00:09:23,GM: ,GM,All
200,0 days 00:09:23,GM: Here's your token: 523UOLOII,GM,All
201,0 days 00:09:52,A: ,A,All
202,0 days 00:09:52,B: ,B,All
205,0 days 01:57:05,GM: ,GM,All
