,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
24,0 days 00:00:09,B: hello,B,All
25,0 days 00:00:10,A: .w,A,All
28,0 days 00:00:14,A: .e,A,All
63,0 days 00:00:40,A: i am in a reddish jacuzzi room,A,All
64,0 days 00:00:44,A: red tile on the walls,A,All
66,0 days 00:00:55,B: I just got there,B,All
74,0 days 00:01:02,A: ok done,A,All
76,0 days 00:01:05,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
78,0 days 00:01:07,GM: Well done! Both of you are                            indeed in the same room of type: j/jacuzzi/indoor!,GM,All
79,0 days 00:01:08,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
80,0 days 00:01:08,GM: ,GM,All
81,0 days 00:01:08,GM: Here's your token: 1188KJ8JR9,GM,All
82,0 days 00:01:19,A: ,A,All
84,0 days 00:01:29,B: ,B,All
86,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
87,0 days 00:38:45,GM: ,GM,All
