,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
44,0 days 00:00:39,B: i found a balcony but not sure what interior means..,B,All
49,0 days 00:00:59,"B: okay, i found a balcony thats more like a room",B,All
50,0 days 00:01:06,B: there's ocean out the balcony,B,All
51,0 days 00:01:13,A: i am there also,A,All
52,0 days 00:01:17,B: and chunky wooden patio furniture,B,All
53,0 days 00:01:21,A: yes,A,All
54,0 days 00:01:24,B: one tree on the left?,B,All
55,0 days 00:01:27,A: yes,A,All
56,0 days 00:01:28,B: ok,B,All
58,0 days 00:01:30,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
60,0 days 00:01:35,GM: Well done! Both of you are                            indeed in the same room of type: b/balcony/interior!,GM,All
61,0 days 00:01:35,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
62,0 days 00:01:36,GM: ,GM,All
63,0 days 00:01:37,GM: Here's your token: 411LKR85O,GM,All
64,0 days 00:01:43,B: ,B,All
66,0 days 00:01:50,A: ,A,All
68,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
69,0 days 03:05:59,GM: ,GM,All
