,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
28,0 days 00:00:19,A: in door way,A,All
29,0 days 00:00:21,B: I am at a doorway,B,All
30,0 days 00:00:22,A: no plant ,A,All
31,0 days 00:00:34,A: window on either side of door,A,All
32,0 days 00:00:39,A: brown floor,A,All
33,0 days 00:00:42,B: yes we are at the same one,B,All
35,0 days 00:00:45,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
36,0 days 00:00:49,A: yellow wall,A,All
38,0 days 00:00:52,B: yes,B,All
39,0 days 00:00:52,GM: Well done! Both of you are                            indeed in the same room of type: d/doorway/indoor!,GM,All
40,0 days 00:00:52,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
41,0 days 00:00:53,GM: ,GM,All
42,0 days 00:00:53,GM: Here's your token: 864N8SPLR,GM,All
43,0 days 00:01:18,B: ,B,All
45,0 days 00:01:19,A: ,A,All
47,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
