,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
26,0 days 00:00:16,B: Hi there. It looks like I'm outside,B,All
33,0 days 00:00:25,A: i found a locker room blue lockers on the left ,A,All
34,0 days 00:00:29,A: i will wait here for you,A,All
35,0 days 00:00:36,"B: OK. I found pink lockers, I'll keep looking",B,All
54,0 days 00:00:55,B: Found them,B,All
56,0 days 00:00:57,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
58,0 days 00:01:00,GM: Well done! Both of you are                            indeed in the same room of type: l/locker_room!,GM,All
59,0 days 00:01:00,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
60,0 days 00:01:00,GM: ,GM,All
61,0 days 00:01:00,GM: Here's your token: 1024WRTKHI,GM,All
62,0 days 00:01:09,B: ,B,All
64,0 days 00:01:16,A: ,A,All
66,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
67,0 days 00:24:55,GM: ,GM,All
