,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
36,0 days 00:00:24,A: I am in a bedroom with a bear on the bed,A,All
37,0 days 00:00:29,B: found one bedroom with a teddy bear on the edge of the bed on right,B,All
42,0 days 00:00:34,A: wood dresser with mirror on the dresser,A,All
43,0 days 00:00:37,B: yep[,B,All
44,0 days 00:00:38,A: thats the room I am in ,A,All
46,0 days 00:00:39,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
48,0 days 00:00:42,GM: Well done! Both of you are                            indeed in the same room of type: b/bedroom!,GM,All
49,0 days 00:00:42,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
50,0 days 00:00:43,GM: ,GM,All
51,0 days 00:00:43,GM: Here's your token: 525S0Z476,GM,All
52,0 days 00:00:44,B: im there,B,All
53,0 days 00:00:48,B: ,B,All
55,0 days 00:00:55,A: ,A,All
57,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
58,0 days 01:56:40,GM: ,GM,All
