,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:19,B: Hello,B,All
31,0 days 00:00:39,B: I found a room with play items,B,All
32,0 days 00:00:40,A: hi im there,A,All
33,0 days 00:00:49,A: i too ,A,All
34,0 days 00:00:51,"B: is there a green, blue and yellow chair there?",B,All
35,0 days 00:01:01,A: no ,A,All
36,0 days 00:01:05,B: let me keep going,B,All
45,0 days 00:01:12,A: ok,A,All
66,0 days 00:01:35,B: found it,B,All
67,0 days 00:01:41,B: purple stairs on that one toy?,B,All
68,0 days 00:01:42,A: not yet,A,All
69,0 days 00:02:01,B: I thought you were there,B,All
70,0 days 00:02:02,A: i have seen only a door and garden,A,All
71,0 days 00:02:08,B: stay in the house,B,All
72,0 days 00:02:15,A: okay,A,All
81,0 days 00:02:39,"B: if you're in the room with the tv, go west",B,All
82,0 days 00:02:59,A: no i am not there,A,All
83,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
84,0 days 00:03:10,A: okay,A,All
86,0 days 00:03:29,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
88,0 days 00:03:43,"GM: Unfortunately, you and your                                                   partner were somewhere else, but not                                                   in a room of the required type p/playroom",GM,All
89,0 days 00:03:43,"GM: Please enter the token below into                                                   the token field on the HIT webpage, and close this                                                    browser window.",GM,All
90,0 days 00:03:43,GM: ,GM,All
91,0 days 00:03:43,GM: Here's your token: 658RNN0LV,GM,All
92,0 days 00:04:18,B: ,B,All
94,0 days 00:04:47,A: ,A,All
96,0 days 03:39:51,GM: ,GM,All
