,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
24,0 days 00:00:15,B: Ok I am there,B,All
26,0 days 00:00:18,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
27,0 days 00:00:25,B: all it took was one north move,B,All
28,0 days 00:00:33,B: there are two people in the jacuzzi room,B,All
29,0 days 00:00:37,B: a guy is in the jacuzzi,B,All
30,0 days 00:00:39,"A: Can you describe it to me, to make sure we're in the same one?",A,All
31,0 days 00:00:44,B: a woman in a robe is outside of the tub,B,All
32,0 days 00:00:49,"A: Nope, I'll keep moving until I find that one. ",A,All
33,0 days 00:00:50,B: there is a robe hanging on the window,B,All
54,0 days 00:01:22,B: k,B,All
67,0 days 00:02:02,A: Three big windows and a picture on the other wall?,A,All
68,0 days 00:02:28,B: yes,B,All
69,0 days 00:02:32,A: Perfect!,A,All
71,0 days 00:02:34,GM: Well done! Both of you are                            indeed in the same room of type: j/jacuzzi/indoor!,GM,All
72,0 days 00:02:34,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
73,0 days 00:02:35,GM: ,GM,All
74,0 days 00:02:35,GM: Here's your token: 315CI2IBB,GM,All
75,0 days 00:02:55,A: ,A,All
77,0 days 00:03:02,GM: Attention: you are in the game for 3 minutes!,GM,All
78,0 days 00:03:07,B: ,B,All
80,0 days 04:15:25,GM: ,GM,All
