,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
36,0 days 00:00:27,A: I'm in a pink nursery,A,All
37,0 days 00:00:28,B: I'm in a nursery now,B,All
38,0 days 00:00:39,"B: It has the name ""Cameron"" on the wall in blue",B,All
39,0 days 00:00:47,A: ok I'll try and find you,A,All
46,0 days 00:00:55,B: Great :),B,All
63,0 days 00:01:14,A: e,A,All
78,0 days 00:01:32,B: Let me know if you want me to come find you instead,B,All
83,0 days 00:01:56,A: just found you!,A,All
84,0 days 00:02:00,A: cameron room,A,All
85,0 days 00:02:09,B: Yay! Blue stripe on the wall?,B,All
86,0 days 00:02:14,A: yes,A,All
88,0 days 00:02:18,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
90,0 days 00:02:23,GM: Well done! Both of you are                            indeed in the same room of type: n/nursery!,GM,All
91,0 days 00:02:24,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
92,0 days 00:02:24,GM: ,GM,All
93,0 days 00:02:24,GM: Here's your token: 736V4FNU9,GM,All
94,0 days 00:02:41,A: ,A,All
95,0 days 00:02:42,B: ,B,All
98,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
99,0 days 02:18:46,GM: ,GM,All
