,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:00,GM: ,GM,All
30,0 days 00:00:19,B: im in a bedroom,B,All
35,0 days 00:00:27,A: What does it look like?,A,All
36,0 days 00:00:36,B: comforter with red stripes,B,All
37,0 days 00:00:36,A: Does it have a mirror above the bed?,A,All
38,0 days 00:00:40,B: no,B,All
39,0 days 00:00:46,B: ill move,B,All
40,0 days 00:00:48,"A: Ah okay, I'll keep looking for you",A,All
41,0 days 00:00:54,B: ok ill wait then,B,All
42,0 days 00:01:05,B: painting on the wall,B,All
43,0 days 00:01:08,"A: Sorry, we typed at the same time haha",A,All
44,0 days 00:01:10,B: two windows,B,All
45,0 days 00:01:15,B: i know lol,B,All
50,0 days 00:01:20,B: so your moving?,B,All
51,0 days 00:01:30,"A: Yep, I'm looking now",A,All
68,0 days 00:02:13,"B: it is a single bed, two windows, an old fashion heater under one window",B,All
69,0 days 00:02:18,A: I think I've got it. Is the bedframe dark wood?,A,All
70,0 days 00:02:22,B: yes,B,All
71,0 days 00:02:30,B: great job,B,All
72,0 days 00:02:31,"A: Great, I think that's it",A,All
74,0 days 00:02:34,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
76,0 days 00:02:35,GM: Well done! Both of you are                            indeed in the same room of type: b/bedroom!,GM,All
77,0 days 00:02:35,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
78,0 days 00:02:36,GM: ,GM,All
79,0 days 00:02:36,GM: Here's your token: 806XBG2LM,GM,All
80,0 days 00:02:56,B: ,B,All
82,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
83,0 days 00:03:02,A: ,A,All
85,0 days 01:03:11,GM: ,GM,All
