,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:00,GM: ,GM,All
20,0 days 00:00:08,B: 'ello,B,All
27,0 days 00:00:17,A: hi,A,All
28,0 days 00:00:27,A: i am in the closet ,A,All
33,0 days 00:00:37,B: i am in a room with bookshelves but can't tell if they are books on them,B,All
36,0 days 00:00:45,B: *urges you to come out of closet* ,B,All
41,0 days 00:01:04,A: same here now,A,All
42,0 days 00:01:11,B: wooden table? ,B,All
43,0 days 00:01:16,A: yes,A,All
44,0 days 00:01:23,B: okay shall we say this is it? ,B,All
45,0 days 00:01:30,A: i think we are here ,A,All
46,0 days 00:01:31,A: yes,A,All
48,0 days 00:01:33,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
50,0 days 00:01:34,GM: Well done! Both of you are                            indeed in the same room of type: r/reading_room!,GM,All
51,0 days 00:01:34,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
52,0 days 00:01:34,GM: ,GM,All
53,0 days 00:01:34,GM: Here's your token: 165I1UOOD,GM,All
54,0 days 00:01:46,A: good job,A,All
55,0 days 00:01:48,B: ,B,All
57,0 days 00:02:02,A: ,A,All
59,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
60,0 days 02:05:11,GM: ,GM,All
