,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
28,0 days 00:00:34,B: okay I think I'm there if I understand utility room,B,All
29,0 days 00:00:42,B: It has a washer and dryer,B,All
30,0 days 00:00:46,A: I was wondering too. This is sorta like a laundry room. ,A,All
31,0 days 00:00:55,A: This has pet bowl on the floor below a window. ,A,All
32,0 days 00:01:00,B: ok... let us keep looking,B,All
33,0 days 00:01:22,A: And a small kids looking suit hanging on the wall. And a big banner above the window. ,A,All
34,0 days 00:01:33,B: Are you saying a utility room is like a laundry room?,B,All
35,0 days 00:02:00,B: let me find you,B,All
40,0 days 00:02:07,"A: Google says, a room equipped with appliances for washing and other domestic work.",A,All
41,0 days 00:02:09,A: So I think so. ,A,All
42,0 days 00:02:21,B: oh ok then I was there,B,All
57,0 days 00:02:50,B: There are brown cabinets,B,All
58,0 days 00:02:56,A: Nope. ,A,All
59,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
60,0 days 00:03:01,A: White cabinets off to the left. ,A,All
61,0 days 00:03:01,B: a white washer and dryer,B,All
62,0 days 00:03:06,A: Yes. ,A,All
63,0 days 00:03:23,B: let me find you.. we are in different utility rooms,B,All
70,0 days 00:03:33,B: e/,B,All
75,0 days 00:03:40,"A: The banner says something like, Do all things without grumbling. Right above the window. ",A,All
76,0 days 00:03:42,B: I'm there,B,All
77,0 days 00:03:56,B: I found you,B,All
78,0 days 00:03:59,A: Great!,A,All
80,0 days 00:04:01,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
82,0 days 00:04:03,GM: Well done! Both of you are                            indeed in the same room of type: u/utility_room!,GM,All
83,0 days 00:04:03,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
84,0 days 00:04:04,GM: ,GM,All
85,0 days 00:04:04,GM: Here's your token: 392LRI1RJ,GM,All
86,0 days 00:04:32,A: ,A,All
88,0 days 00:04:35,B: ,B,All
90,0 days 03:24:41,GM: ,GM,All
