,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
74,0 days 00:01:10,B: Okay I'm in a playroom,B,All
75,0 days 00:01:13,A: i am in a play room,A,All
76,0 days 00:01:17,A: is there a kid with a red shirt?,A,All
77,0 days 00:01:20,B: kid standing in the middle,B,All
78,0 days 00:01:23,A: yes,A,All
79,0 days 00:01:24,B: green floor,B,All
80,0 days 00:01:25,A: we are done,A,All
81,0 days 00:01:28,A: green floor,A,All
83,0 days 00:01:32,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
85,0 days 00:01:36,GM: Well done! Both of you are                            indeed in the same room of type: p/playroom!,GM,All
86,0 days 00:01:36,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
87,0 days 00:01:37,GM: ,GM,All
88,0 days 00:01:37,GM: Here's your token: 625NFHREF,GM,All
89,0 days 00:02:02,B: ,B,All
91,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
92,0 days 00:39:17,GM: ,GM,All
93,0 days 00:56:27,A: ,A,All
