,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
30,0 days 00:00:24,B: in a dining room,B,All
35,0 days 00:00:29,B: glass table,B,All
40,0 days 00:00:39,B: rod iron chairs,B,All
41,0 days 00:00:41,B: white fabric,B,All
42,0 days 00:00:42,A: I'm there too,A,All
43,0 days 00:00:46,A: same one,A,All
44,0 days 00:00:48,B: white walls,B,All
46,0 days 00:00:50,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
47,0 days 00:00:57,B: plant on right,B,All
48,0 days 00:01:04,A: yes,A,All
50,0 days 00:01:11,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
52,0 days 00:01:14,GM: Well done! Both of you are                            indeed in the same room of type: d/dining_room!,GM,All
53,0 days 00:01:14,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
54,0 days 00:01:15,GM: ,GM,All
55,0 days 00:01:15,GM: Here's your token: 510GY039E,GM,All
56,0 days 00:01:36,A: ,A,All
58,0 days 00:01:43,B: ,B,All
60,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
61,0 days 02:01:38,GM: ,GM,All
