,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
24,0 days 00:00:18,A: i think i found one,A,All
25,0 days 00:00:33,A: brown desk with double computer monitors on it,A,All
26,0 days 00:00:37,B: I am in dining room,B,All
27,0 days 00:00:48,A: framed picture with light streaming through trees on the wall,A,All
32,0 days 00:01:00,A: keep looking till you find a home office,A,All
33,0 days 00:01:04,B: I am there,B,All
34,0 days 00:01:06,B: black chair,B,All
35,0 days 00:01:09,A: yup,A,All
37,0 days 00:01:11,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
39,0 days 00:01:17,"GM: You have managed to meet in a room of type:                                                        h/home_office, but unfortunately                                                        not in the same one.",GM,All
40,0 days 00:01:17,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
41,0 days 00:01:17,GM: ,GM,All
42,0 days 00:01:18,GM: Here's your token: 396P0QLIM,GM,All
43,0 days 00:01:25,A: ,A,All
45,0 days 00:01:31,B: ,B,All
47,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
48,0 days 03:20:20,GM: ,GM,All
