,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
44,0 days 00:00:33,A: Okay I'm in an attic,A,All
45,0 days 00:00:34,"B: i am in a room with a tv and a sloped ceiling, carpet and a cooler",B,All
46,0 days 00:00:42,A: okay I'll find you,A,All
63,0 days 00:01:35,A: green bay packers helmet above the tv?,A,All
64,0 days 00:01:56,B: yes,B,All
66,0 days 00:01:59,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
68,0 days 00:02:08,GM: Well done! Both of you are                            indeed in the same room of type: a/attic!,GM,All
69,0 days 00:02:09,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
70,0 days 00:02:09,GM: ,GM,All
71,0 days 00:02:09,GM: Here's your token: 7242CNXP3,GM,All
72,0 days 00:02:23,A: ,A,All
74,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
75,0 days 00:11:07,B: ,B,All
77,0 days 02:39:20,GM: ,GM,All
