,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
24,0 days 00:00:25,A: well that's kind of a vague room type..,A,All
25,0 days 00:00:30,B: yes,B,All
35,0 days 00:00:48,A: I see a large brown door with 2 windows one to the left one to the right with yellowish walls,A,All
44,0 days 00:00:58,B: im there too,B,All
45,0 days 00:01:00,B: this has to be the doorway,B,All
46,0 days 00:01:01,A: really?,A,All
51,0 days 00:01:04,B: quick and easy,B,All
52,0 days 00:01:09,A: alright..,A,All
54,0 days 00:01:12,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
56,0 days 00:01:17,GM: Well done! Both of you are                            indeed in the same room of type: d/doorway/indoor!,GM,All
57,0 days 00:01:17,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
58,0 days 00:01:17,GM: ,GM,All
59,0 days 00:01:18,GM: Here's your token: 62964D260,GM,All
60,0 days 00:01:23,A: o wow..,A,All
61,0 days 00:01:34,A: well done,A,All
62,0 days 00:01:44,A: ,A,All
64,0 days 00:02:04,B: ,B,All
66,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
67,0 days 00:36:48,GM: ,GM,All
