,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
30,0 days 00:00:23,A: hello,A,All
31,0 days 00:00:29,B: Hi!,B,All
50,0 days 00:00:57,A: hi,A,All
51,0 days 00:01:00,B: I've got a kitchen,B,All
60,0 days 00:01:14,"B: It's got a sink in the foreground, table piled with food in the background",B,All
61,0 days 00:01:27,"B: It's towards the east, if that helps",B,All
62,0 days 00:01:29,A: not yet,A,All
63,0 days 00:01:33,B: Whereabouts are you?,B,All
117,0 days 00:02:37,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
122,0 days 00:02:46,B: Did you find it?,B,All
123,0 days 00:02:55,A: yes i got it,A,All
124,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
125,0 days 00:03:06,B: It has a window at the back on the right,B,All
126,0 days 00:03:10,B: Just confirming,B,All
127,0 days 00:03:12,A: yes,A,All
128,0 days 00:03:19,B: Awesome :),B,All
130,0 days 00:03:20,GM: Well done! Both of you are                            indeed in the same room of type: k/kitchen!,GM,All
131,0 days 00:03:20,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
132,0 days 00:03:20,GM: ,GM,All
133,0 days 00:03:20,GM: Here's your token: 673BROR79,GM,All
134,0 days 00:03:40,B: ,B,All
136,0 days 00:04:09,A: ,A,All
138,0 days 03:25:48,GM: ,GM,All
