,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
26,0 days 00:00:20,B: i'm in a locker room with blue llckers and a bench,B,All
27,0 days 00:00:39,A: I am in what looks like an entertainment room. There are six black recliners and a TV that is turned on.,A,All
34,0 days 00:00:53,A: Going South brought me to a kitchen.,A,All
41,0 days 00:00:59,B: go west,B,All
46,0 days 00:01:05,B: we need to get to the locekr room ,B,All
47,0 days 00:01:08,B: it is west,B,All
48,0 days 00:01:10,B: for me at least,B,All
49,0 days 00:01:23,A: It looks like I may be in the locker room. Are the stalls pink?,A,All
52,0 days 00:01:40,B: no stalls ,B,All
53,0 days 00:01:44,B: just blue lockers,B,All
54,0 days 00:01:45,B: and a bench ,B,All
61,0 days 00:01:51,A: Not there yet.,A,All
123,0 days 00:02:41,B: im in a locker room with red and white lockers,B,All
135,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
140,0 days 00:03:02,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
141,0 days 00:03:08,A: I'm now in the kitchen.,A,All
148,0 days 00:03:29,A: Looks like I'm in the locker room now.,A,All
149,0 days 00:03:44,A: But my lockers are orange and white.,A,All
150,0 days 00:03:47,B: mien are also,B,All
151,0 days 00:03:51,B: stay tehre,B,All
152,0 days 00:03:53,B: press done,B,All
155,0 days 00:04:05,GM: Well done! Both of you are                            indeed in the same room of type: l/locker_room!,GM,All
156,0 days 00:04:05,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
157,0 days 00:04:05,GM: ,GM,All
158,0 days 00:04:06,GM: Here's your token: 211W9HDD6,GM,All
159,0 days 00:04:17,A: ,A,All
161,0 days 00:04:42,B: ,B,All
163,0 days 01:41:12,GM: ,GM,All
