,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
34,0 days 00:00:25,A: found one with red brick fireplace,A,All
35,0 days 00:00:30,"B: Okay, I got a bedroom almost all the way north",B,All
36,0 days 00:00:31,"A: one in wooden cabin room, small bed",A,All
41,0 days 00:00:36,"B: Alright, I'll come find you",B,All
42,0 days 00:00:41,A: im north,A,All
51,0 days 00:00:53,A: ...or not,A,All
52,0 days 00:00:57,A: lol,A,All
58,0 days 00:01:01,B: Haha,B,All
76,0 days 00:01:13,B: Hang on,B,All
77,0 days 00:01:16,A: guess im south,A,All
83,0 days 00:01:23,A: k,A,All
109,0 days 00:01:47,A: pink girls room to my east,A,All
110,0 days 00:01:52,A: white & pink,A,All
115,0 days 00:02:01,B: Got the girls room,B,All
116,0 days 00:02:04,A: im in red fireplace room,A,All
118,0 days 00:02:06,A: to west,A,All
122,0 days 00:02:12,"B: Okay, got you :)",B,All
124,0 days 00:02:14,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
125,0 days 00:02:18,A: awesome,A,All
127,0 days 00:02:20,GM: Well done! Both of you are                            indeed in the same room of type: b/bedroom!,GM,All
128,0 days 00:02:21,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
129,0 days 00:02:21,GM: ,GM,All
130,0 days 00:02:22,GM: Here's your token: 606OIVJR8,GM,All
131,0 days 00:02:23,A: thanks!,A,All
132,0 days 00:02:28,A: ,A,All
134,0 days 00:02:30,B: :),B,All
135,0 days 00:02:45,B: ,B,All
137,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
138,0 days 00:58:51,GM: ,GM,All
