,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
32,0 days 00:00:45,"A: Im inside a hallway now, I moved north",A,All
37,0 days 00:01:18,"B: i believe i am in a nursery.  there is a small black crib on a blue rug, with a window and a radiator below it.  there is a balloon hanging on the crib",B,All
38,0 days 00:01:28,B: wooden floor,B,All
39,0 days 00:01:34,A: I am in a nursery but it is not the same nursery,A,All
40,0 days 00:01:40,A: mine has carpet and is decorated in pink,A,All
41,0 days 00:01:54,A: let me try to find you?,A,All
42,0 days 00:01:57,B: sure,B,All
49,0 days 00:02:23,"B: i believe i am in a nursery. there is a small black crib on a blue rug, with a window and a radiator below it. there is a balloon hanging on the crib. it is a wooden floor",B,All
76,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
89,0 days 00:03:26,A: what color is the rug?,A,All
90,0 days 00:03:33,B: blue,B,All
91,0 days 00:03:39,"A: darn, im in a different nursery again",A,All
128,0 days 00:04:15,A: ok blue rug,A,All
129,0 days 00:04:17,A: hardwood floors,A,All
130,0 days 00:04:21,B: directly north of me i am outside with 3 cars,B,All
131,0 days 00:04:24,A: black crib with a balloon??,A,All
136,0 days 00:04:29,B: yes,B,All
137,0 days 00:04:32,A: Im here,A,All
138,0 days 00:04:37,B: ok good luck,B,All
140,0 days 00:04:40,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
142,0 days 00:04:47,GM: Well done! Both of you are                            indeed in the same room of type: n/nursery!,GM,All
143,0 days 00:04:47,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
144,0 days 00:04:48,GM: ,GM,All
145,0 days 00:04:48,GM: Here's your token: 288D3TZJP,GM,All
146,0 days 00:05:26,A: ,A,All
148,0 days 00:06:19,B: ,B,All
150,0 days 04:33:34,GM: ,GM,All
