,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:14,A: Hi,A,All
21,0 days 00:00:19,A: Are you there,A,All
22,0 days 00:00:22,B: Hello.,B,All
23,0 days 00:00:31,B: I am in a playroom and will move north,B,All
28,0 days 00:00:55,A: I am outside ,A,All
29,0 days 00:00:59,B: I am now in a two be bedroom...moving east,B,All
44,0 days 00:01:15,B: I mean west,B,All
53,0 days 00:01:25,B: I am also outside,B,All
54,0 days 00:01:39,B: but not on a balcony,B,All
55,0 days 00:01:42,"A: I'm on a balcony, brown wood, and rocking chair",A,All
56,0 days 00:01:59,B: ok...stay there,B,All
65,0 days 00:02:15,A: ok,A,All
69,0 days 00:02:17,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
78,0 days 00:02:34,B: .s,B,All
83,0 days 00:02:47,B: I believe I am there now,B,All
85,0 days 00:02:53,GM: Well done! Both of you are                            indeed in the same room of type: b/balcony/interior!,GM,All
86,0 days 00:02:53,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
87,0 days 00:02:54,GM: ,GM,All
88,0 days 00:02:54,GM: Here's your token: 3664RALNB,GM,All
89,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
90,0 days 00:03:14,A: ,A,All
92,0 days 00:03:47,B: ,B,All
94,0 days 03:47:41,GM: ,GM,All
