,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
26,0 days 00:00:29,A: Hi,A,All
29,0 days 00:00:32,B: im in a stairwell,B,All
34,0 days 00:00:38,A: me too,A,All
35,0 days 00:00:38,B: it is concrete,B,All
36,0 days 00:00:54,B: it has a light on the wall,B,All
37,0 days 00:00:55,A: yeah and blue bars and there's a phone,A,All
38,0 days 00:01:04,B: no,B,All
45,0 days 00:01:14,B: we are in different stairwells,B,All
54,0 days 00:01:25,B: would you like to find me or me find you,B,All
59,0 days 00:01:34,A: Oh I got it now,A,All
60,0 days 00:01:39,A: rug on ground,A,All
61,0 days 00:01:44,A: blue and white,A,All
62,0 days 00:01:50,B: nope I will look for you,B,All
67,0 days 00:02:02,A: Okay,A,All
80,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
81,0 days 00:03:04,A: did you find?,A,All
84,0 days 00:03:08,"B: i have found a few, not the right ones keep discribing while i look",B,All
89,0 days 00:03:20,A: stairs gray rug on them,A,All
98,0 days 00:03:40,B: .s,B,All
131,0 days 00:04:19,A: Im at another stairwell,A,All
140,0 days 00:04:25,A: underground looks like,A,All
146,0 days 00:04:50,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
147,0 days 00:04:51,B: blue garbage can,B,All
148,0 days 00:04:57,A: I give up,A,All
150,0 days 00:04:57,"GM: Unfortunately, you and your                                                   partner were somewhere else, but not                                                   in a room of the required type s/staircase",GM,All
151,0 days 00:04:58,"GM: Please enter the token below into                                                   the token field on the HIT webpage, and close this                                                    browser window.",GM,All
152,0 days 00:04:58,GM: ,GM,All
153,0 days 00:04:58,GM: Here's your token: 4022SMD03,GM,All
154,0 days 00:05:12,A: ,A,All
156,0 days 00:06:12,B: ,B,All
158,0 days 03:17:51,GM: ,GM,All
