,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:15,A: Hi,A,All
27,0 days 00:00:40,"A: I see a staircase, it is white and ornate...",A,All
28,0 days 00:00:42,B: hi there,B,All
45,0 days 00:01:06,A: there is a large spray of flowers in the foreground... and a brown table with little houses,A,All
46,0 days 00:01:36,B: i see a stair case with a green rug on it the stair case and banister are wooden,B,All
47,0 days 00:01:49,A: think we're in different ones...,A,All
52,0 days 00:01:55,B: agree,B,All
59,0 days 00:02:04,A: want to keep exploring or should I?,A,All
64,0 days 00:02:11,B: ooh i think i found it,B,All
65,0 days 00:02:17,B: it's white,B,All
66,0 days 00:02:22,B: looks like marble,B,All
67,0 days 00:02:37,A: hmmm my stairs are brown but the bannister is white,A,All
70,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
152,0 days 00:04:26,A: Still looking?,A,All
153,0 days 00:04:29,B: yes,B,All
154,0 days 00:04:40,B: now i have a staircase that's brown/wooden,B,All
155,0 days 00:04:48,B: and some books in the foreground,B,All
156,0 days 00:04:51,A: white bannister? flowers in foreground? table with houses,A,All
157,0 days 00:04:55,B: nope,B,All
158,0 days 00:04:56,A: nope lol i don't see any book,A,All
163,0 days 00:05:20,B: oooh now i have a white banister,B,All
164,0 days 00:05:29,A: lol flowers and table with houses?,A,All
165,0 days 00:05:32,B: and flowers in a white standing vase with a red bow,B,All
166,0 days 00:05:36,B: yes,B,All
167,0 days 00:05:38,A: yep,A,All
169,0 days 00:05:40,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
171,0 days 00:05:46,GM: Well done! Both of you are                            indeed in the same room of type: s/staircase!,GM,All
172,0 days 00:05:47,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
173,0 days 00:05:47,GM: ,GM,All
174,0 days 00:05:47,GM: Here's your token: 1177GGDU3P,GM,All
175,0 days 00:05:51,"A: thanks, gl",A,All
176,0 days 00:06:01,B: thank you too!,B,All
177,0 days 00:06:11,A: ,A,All
179,0 days 00:06:35,B: ,B,All
181,0 days 01:03:29,GM: ,GM,All
