,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:05,B: hello,B,All
27,0 days 00:00:27,B: think i'm there,B,All
28,0 days 00:00:51,B: lomg green bebch,B,All
29,0 days 00:00:53,A: okay,A,All
36,0 days 00:01:08,B: yellow walls,B,All
37,0 days 00:01:09,A: what's on it?,A,All
42,0 days 00:01:19,A: yellow walls bunch of chairs?,A,All
43,0 days 00:01:21,A: plant by the window,A,All
44,0 days 00:01:22,B: on what?,B,All
45,0 days 00:01:27,B: no,B,All
54,0 days 00:01:45,B: poster framed in red on back wall left of bench,B,All
59,0 days 00:01:59,A: im in a room with guitars right now,A,All
60,0 days 00:02:07,B: ok,B,All
61,0 days 00:02:09,B: waiting,B,All
76,0 days 00:02:27,A: got it,A,All
78,0 days 00:02:30,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
79,0 days 00:02:32,"B: ok, done",B,All
81,0 days 00:02:34,GM: Well done! Both of you are                            indeed in the same room of type: w/waiting_room!,GM,All
82,0 days 00:02:35,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
83,0 days 00:02:35,GM: ,GM,All
84,0 days 00:02:35,GM: Here's your token: 891QSS537,GM,All
85,0 days 00:02:35,A: done,A,All
86,0 days 00:02:40,A: ,A,All
88,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
89,0 days 00:03:31,B: ,B,All
