,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
34,0 days 00:00:30,B: Okay I'm in a bathroom,B,All
43,0 days 00:00:54,B: toilet  with 2 chrome handrails around it,B,All
56,0 days 00:01:27,B: A dark circular stand in the back left corner.,B,All
61,0 days 00:01:43,B: sink in front right.,B,All
62,0 days 00:01:58,B: chrome waste basket next to sinnk,B,All
79,0 days 00:02:25,B: are you there?,B,All
84,0 days 00:02:41,A: i getting closer,A,All
85,0 days 00:02:49,B: okay,B,All
90,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
96,0 days 00:03:26,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
98,0 days 00:03:37,GM: Well done! Both of you are                            indeed in the same room of type: b/bathroom!,GM,All
99,0 days 00:03:37,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
100,0 days 00:03:38,GM: ,GM,All
101,0 days 00:03:38,GM: Here's your token: 943P4IWCN,GM,All
102,0 days 00:04:02,A: ,A,All
104,0 days 00:04:13,B: ,B,All
