,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:00,GM: ,GM,All
28,0 days 00:00:20,B: Okay I'm in a kids room,B,All
37,0 days 00:00:36,A: bed sheets with yellow coins?,A,All
38,0 days 00:00:40,B: There is a toy helicopter right in front,B,All
39,0 days 00:00:41,A: and blue pillow,A,All
40,0 days 00:00:45,B: nope,B,All
41,0 days 00:00:45,A: hold on,A,All
44,0 days 00:00:48,B: okay,B,All
57,0 days 00:01:03,A: got it,A,All
59,0 days 00:01:04,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
60,0 days 00:01:04,B: all natural wood colored furniture,B,All
62,0 days 00:01:15,GM: Well done! Both of you are                            indeed in the same room of type: c/childs_room!,GM,All
63,0 days 00:01:15,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
64,0 days 00:01:16,GM: ,GM,All
65,0 days 00:01:16,GM: Here's your token: 923XLXCAO,GM,All
66,0 days 00:01:30,B: ,B,All
68,0 days 00:01:33,A: ,A,All
70,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
