,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:17,A: ok,A,All
21,0 days 00:00:25,A: I will go to the utility room,A,All
28,0 days 00:00:36,A: I'm here!,A,All
29,0 days 00:00:45,A: in the utility room!,A,All
36,0 days 00:00:54,A: Press /done,A,All
37,0 days 00:00:56,B: washing machine?,B,All
38,0 days 00:01:00,A: yes,A,All
40,0 days 00:01:01,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
41,0 days 00:01:06,B: k,B,All
42,0 days 00:01:16,A: Press /done,A,All
43,0 days 00:01:19,B: i did,B,All
44,0 days 00:01:32,A: enter /done I mean by typing /done,A,All
45,0 days 00:01:43,B: i did . will do it again,B,All
47,0 days 00:01:45,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
49,0 days 00:01:50,GM: Well done! Both of you are                            indeed in the same room of type: u/utility_room!,GM,All
50,0 days 00:01:50,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
51,0 days 00:01:51,GM: ,GM,All
52,0 days 00:01:51,GM: Here's your token: 200KA9Q0E,GM,All
53,0 days 00:02:00,B: ,B,All
55,0 days 00:02:11,A: ,A,All
57,0 days 00:03:02,GM: Attention: you are in the game for 3 minutes!,GM,All
58,0 days 01:48:55,GM: ,GM,All
