,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
26,0 days 00:00:19,A: okay I'm in a wine room,A,All
27,0 days 00:00:28,A: bottles are on the right only,A,All
28,0 days 00:00:39,A: kind of a grainy picture,A,All
41,0 days 00:01:05,B: i may be there,B,All
42,0 days 00:01:12,B: is there a barrel to the right?,B,All
43,0 days 00:01:23,A: no barrels,A,All
44,0 days 00:01:28,A: you can only see the wine rack,A,All
45,0 days 00:01:35,B: is the top a box design with Xs,B,All
46,0 days 00:01:36,B: ?,B,All
47,0 days 00:01:42,A: no,A,All
64,0 days 00:02:00,A: stay there and describe the room ,A,All
65,0 days 00:02:02,B: okay i see it,B,All
66,0 days 00:02:07,B: go back to where you were,B,All
67,0 days 00:02:13,A: okay 1 sec,A,All
68,0 days 00:02:21,A: i'm here,A,All
69,0 days 00:02:34,B: are there diamond designs where the bottles are?,B,All
70,0 days 00:02:37,A: no,A,All
71,0 days 00:02:55,B: like where the bottles are stored,B,All
72,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
73,0 days 00:03:06,A: individual squares for one bottle each,A,All
74,0 days 00:03:12,A: no diamonds,A,All
75,0 days 00:03:13,B: i am not there,B,All
80,0 days 00:03:30,A: do you want me to find you?,A,All
81,0 days 00:03:31,B: is it a huge wall?,B,All
82,0 days 00:03:34,B: yes,B,All
83,0 days 00:03:35,A: yes,A,All
84,0 days 00:03:39,B: okay,B,All
85,0 days 00:03:43,B: i am here then,B,All
86,0 days 00:03:44,A: okay describe your room,A,All
87,0 days 00:03:56,"B: huge wall, right side is closer to view, left side further away",B,All
88,0 days 00:04:10,A: san you see a few boxes on top of the racks,A,All
89,0 days 00:04:16,B: yes,B,All
91,0 days 00:04:19,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
93,0 days 00:04:20,GM: Well done! Both of you are                            indeed in the same room of type: w/wine_cellar/bottle_storage!,GM,All
94,0 days 00:04:20,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
95,0 days 00:04:21,GM: ,GM,All
96,0 days 00:04:21,GM: Here's your token: 737LJ85F0,GM,All
97,0 days 00:04:42,A: ,A,All
99,0 days 00:05:04,B: ,B,All
101,0 days 02:15:54,GM: ,GM,All
