,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
36,0 days 00:00:29,B: im in a living room,B,All
41,0 days 00:00:34,B: it has a piano,B,All
42,0 days 00:00:37,A: i am in a dining room,A,All
43,0 days 00:00:41,A: no piano though,A,All
44,0 days 00:00:42,B: sofa on the right,B,All
45,0 days 00:00:44,A: ill moce,A,All
46,0 days 00:00:46,A: move,A,All
47,0 days 00:00:48,B: ok,B,All
56,0 days 00:00:57,B: there are flowers infront of the sofa,B,All
61,0 days 00:01:08,A: found it,A,All
62,0 days 00:01:14,B: good job,B,All
65,0 days 00:01:17,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
66,0 days 00:01:18,GM: Well done! Both of you are                            indeed in the same room of type: l/living_room!,GM,All
67,0 days 00:01:18,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
68,0 days 00:01:18,GM: ,GM,All
69,0 days 00:01:18,GM: Here's your token: 797MU3YLY,GM,All
70,0 days 00:01:32,A: ,A,All
72,0 days 00:01:44,B: ,B,All
74,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
75,0 days 01:07:34,GM: ,GM,All
