,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
20,0 days 00:00:08,A: Hello there,A,All
21,0 days 00:00:13,B: Hello,B,All
90,0 days 00:01:28,A: I'm here,A,All
91,0 days 00:01:33,B: what is in the room?,B,All
92,0 days 00:01:38,"A: washer and dryer, right?",A,All
93,0 days 00:01:48,B: Is there a water heater as well in there?,B,All
94,0 days 00:01:52,B: I noticed two different ones,B,All
95,0 days 00:01:59,A: yes. and a bookshelf,A,All
96,0 days 00:02:06,"B: great, sounds like we are in the same place",B,All
98,0 days 00:02:10,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
100,0 days 00:02:14,GM: Well done! Both of you are                            indeed in the same room of type: u/utility_room!,GM,All
101,0 days 00:02:14,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
102,0 days 00:02:14,GM: ,GM,All
103,0 days 00:02:14,GM: Here's your token: 3298QAQK5,GM,All
104,0 days 00:02:31,B: ,B,All
105,0 days 00:02:32,A: ,A,All
108,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
109,0 days 04:09:14,GM: ,GM,All
