,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
32,0 days 00:00:34,B: found one with dark furniture,B,All
41,0 days 00:00:48,A: pink and blue furnitre,A,All
42,0 days 00:00:48,"B: another with tables in a circle, looks like",B,All
43,0 days 00:00:58,B: ok,B,All
44,0 days 00:01:00,B: stay there,B,All
45,0 days 00:01:03,B: i'll look for it,B,All
46,0 days 00:01:04,A: ok,A,All
51,0 days 00:01:12,B: keep describing,B,All
72,0 days 00:01:31,"A: red walls, has a shelf in the background",A,All
73,0 days 00:01:34,B: ok,B,All
74,0 days 00:01:40,B: i dont know if this is a reading room,B,All
83,0 days 00:01:49,A: brown door with glass and 2 lamps,A,All
84,0 days 00:01:49,B: go east,B,All
85,0 days 00:01:50,B: then south,B,All
86,0 days 00:01:57,B: to room with books on wall,B,All
87,0 days 00:02:04,B: green padded chairs,B,All
88,0 days 00:02:05,A: the couch is blue but the other 2 chairs are pink,A,All
89,0 days 00:02:17,"B: go 1 east, then 1 south from the room you're in",B,All
90,0 days 00:02:29,B: big wall with book,B,All
99,0 days 00:02:51,B: find where i am?,B,All
100,0 days 00:02:52,A: I'm in a library,A,All
101,0 days 00:02:57,B: with green chairs?,B,All
102,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
103,0 days 00:03:10,A: yes and a square table with a whole in the middle,A,All
104,0 days 00:03:14,B: ok,B,All
106,0 days 00:03:15,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
108,0 days 00:03:24,GM: Well done! Both of you are                            indeed in the same room of type: r/reading_room!,GM,All
109,0 days 00:03:24,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
110,0 days 00:03:25,GM: ,GM,All
111,0 days 00:03:25,GM: Here's your token: 586MLN4FF,GM,All
112,0 days 00:03:31,B: ,B,All
114,0 days 00:04:23,A: ,A,All
116,0 days 01:13:03,GM: ,GM,All
