,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:18,B: i am at the stairs,B,All
21,0 days 00:00:22,A: I'm in a bedroom.,A,All
76,0 days 00:01:29,"A: I think I'm in the reading room. There is a person reading a book, books on the shelves, and computers. ",A,All
103,0 days 00:01:52,B: i am here too,B,All
109,0 days 00:02:04,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
111,0 days 00:02:09,GM: Well done! Both of you are                            indeed in the same room of type: r/reading_room!,GM,All
112,0 days 00:02:10,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
113,0 days 00:02:10,GM: ,GM,All
114,0 days 00:02:10,GM: Here's your token: 182S5U5ER,GM,All
115,0 days 00:02:25,B: ,B,All
117,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
118,0 days 00:03:34,A: ,A,All
120,0 days 01:56:31,GM: ,GM,All
