,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
40,0 days 00:00:35,B: i'm in a jacuzzi room,B,All
41,0 days 00:00:37,A: I am in a jacuzzi room.  It has a 3ft tile on the floor,A,All
42,0 days 00:00:50,B: i am in a different room,B,All
43,0 days 00:00:55,B: do you want me to move or will you,B,All
44,0 days 00:01:01,B: there is a man and a woman in my room,B,All
45,0 days 00:01:04,A: I'll look for yours,A,All
54,0 days 00:01:12,B: big glass windows,B,All
55,0 days 00:01:15,A: found it!,A,All
57,0 days 00:01:17,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
59,0 days 00:01:21,GM: Well done! Both of you are                            indeed in the same room of type: j/jacuzzi/indoor!,GM,All
60,0 days 00:01:21,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
61,0 days 00:01:21,GM: ,GM,All
62,0 days 00:01:22,GM: Here's your token: 927G8IPNY,GM,All
63,0 days 00:01:45,A: ,A,All
65,0 days 00:01:47,B: ,B,All
67,0 days 00:01:48,A: ,A,All
70,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
71,0 days 00:05:27,A: ,A,All
