,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
28,0 days 00:00:21,A: ok please find the room and tell me what it looks like ,A,All
73,0 days 00:01:00,B: in attic,B,All
74,0 days 00:01:08,B: has a couch on the left side,B,All
75,0 days 00:01:15,A: does it have older chairs and white panel ceiling,A,All
76,0 days 00:01:21,B: two chairs at the back in front of a window,B,All
77,0 days 00:01:23,B: yes,B,All
78,0 days 00:01:27,B: rug on floor,B,All
79,0 days 00:01:28,A: sweet we got it,A,All
81,0 days 00:01:32,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
83,0 days 00:01:34,GM: Well done! Both of you are                            indeed in the same room of type: a/attic!,GM,All
84,0 days 00:01:34,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
85,0 days 00:01:34,GM: ,GM,All
86,0 days 00:01:34,GM: Here's your token: 8541CRJLJ,GM,All
87,0 days 00:02:16,A: ,A,All
89,0 days 00:02:18,B: ,B,All
91,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
