,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
44,0 days 00:00:30,B: in a bedroom,B,All
45,0 days 00:00:34,A: I'm in a bedroom too,A,All
46,0 days 00:00:39,A: What does yours look like?,A,All
47,0 days 00:00:40,B: it has a brown dresser,B,All
48,0 days 00:00:46,B: brown bedspread,B,All
49,0 days 00:00:50,B: black pillow,B,All
50,0 days 00:00:51,A: Mine too. does yours have a brown bedspread,A,All
51,0 days 00:00:58,"A: Yep, I think it's the same",A,All
52,0 days 00:01:02,B: window on back wall,B,All
53,0 days 00:01:06,A: horse on the dresser?,A,All
54,0 days 00:01:07,B: wood headboard,B,All
55,0 days 00:01:09,B: yes,B,All
57,0 days 00:01:11,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
59,0 days 00:01:19,GM: Well done! Both of you are                            indeed in the same room of type: b/bedroom!,GM,All
60,0 days 00:01:19,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
61,0 days 00:01:19,GM: ,GM,All
62,0 days 00:01:19,GM: Here's your token: 770687WDX,GM,All
63,0 days 00:01:42,A: ,A,All
65,0 days 00:01:48,B: ,B,All
67,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
68,0 days 01:33:29,GM: ,GM,All
