,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
52,0 days 00:00:39,B: I think I am in a basement,B,All
53,0 days 00:00:44,"A: ok, describe pls",A,All
54,0 days 00:00:46,B: brown paneling,B,All
67,0 days 00:01:00,B: door on left of me and door in front of me,B,All
86,0 days 00:01:30,A: chereked floor?,A,All
87,0 days 00:01:34,A: chekered,A,All
88,0 days 00:01:34,B: no,B,All
93,0 days 00:01:41,A: ok,A,All
94,0 days 00:01:43,A: im there,A,All
95,0 days 00:01:46,A: paneling,A,All
96,0 days 00:01:47,A: with doors,A,All
98,0 days 00:01:49,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
99,0 days 00:01:51,B: yes,B,All
101,0 days 00:01:53,GM: Well done! Both of you are                            indeed in the same room of type: b/basement!,GM,All
102,0 days 00:01:53,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
103,0 days 00:01:53,GM: ,GM,All
104,0 days 00:01:54,GM: Here's your token: 56129E8WS,GM,All
105,0 days 00:02:00,A: ,A,All
107,0 days 00:02:20,B: ,B,All
109,0 days 00:03:03,GM: Attention: you are in the game for 3 minutes!,GM,All
110,0 days 01:32:10,GM: ,GM,All
