,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:00,GM: ,GM,All
22,0 days 00:00:13,"A: hi, I am in a living room right now",A,All
25,0 days 00:00:16,A: with a tiny tv in it,A,All
32,0 days 00:00:35,B: We have to go to the locker room.  I am outside by a restroom.,B,All
97,0 days 00:01:32,A: Im in,A,All
98,0 days 00:01:49,B: how do you get there from the living room,B,All
105,0 days 00:02:00,A: go east,A,All
110,0 days 00:02:10,B: now I am on a city street,B,All
111,0 days 00:02:14,A: when you git the outside traffic go south,A,All
112,0 days 00:02:16,A: south,A,All
117,0 days 00:02:25,B: I'm in ,B,All
118,0 days 00:02:28,B: we did it,B,All
120,0 days 00:02:29,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
122,0 days 00:02:31,"GM: You have managed to meet in a room of type:                                                        l/locker_room, but unfortunately                                                        not in the same one.",GM,All
123,0 days 00:02:32,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
124,0 days 00:02:32,GM: ,GM,All
125,0 days 00:02:32,GM: Here's your token: 114QIVRD0,GM,All
126,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
127,0 days 00:03:20,A: ,A,All
129,0 days 00:03:21,B: ,B,All
131,0 days 03:03:53,GM: ,GM,All
