,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
24,0 days 00:00:21,B: in a reading room,B,All
25,0 days 00:00:34,A: i am in a room with newspapers,A,All
26,0 days 00:00:36,B: wooden table with 5 chairs,B,All
27,0 days 00:00:47,B: you want to find me or me you,B,All
30,0 days 00:00:57,B: shelves full of bookds,B,All
31,0 days 00:01:03,A: .s,A,All
36,0 days 00:01:12,B: the chairs are mix matched,B,All
41,0 days 00:01:29,B: you can see that the is another table to the left,B,All
46,0 days 00:01:38,B: the floors are grey,B,All
51,0 days 00:01:44,"B: no plants, no windows",B,All
52,0 days 00:01:52,A: hmm,A,All
57,0 days 00:01:57,B: the tables are bare,B,All
66,0 days 00:02:07,B: no computers or people,B,All
75,0 days 00:02:30,A: i think i found you,A,All
76,0 days 00:02:38,A: where you can go?,A,All
77,0 days 00:02:50,"A: north, east and west?",A,All
78,0 days 00:02:50,B: are you there,B,All
79,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
80,0 days 00:03:09,B: are you in the room I described,B,All
81,0 days 00:03:14,A: i am in a room with books and gray floor,A,All
82,0 days 00:03:32,A: with chairs and table,A,All
83,0 days 00:03:34,A: yes,A,All
84,0 days 00:03:40,B: k lets try,B,All
86,0 days 00:03:42,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
88,0 days 00:03:45,GM: Well done! Both of you are                            indeed in the same room of type: r/reading_room!,GM,All
89,0 days 00:03:45,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
90,0 days 00:03:46,GM: ,GM,All
91,0 days 00:03:46,GM: Here's your token: 82867D1DK,GM,All
92,0 days 00:04:14,B: ,B,All
94,0 days 00:40:00,A: ,A,All
96,0 days 00:44:01,GM: ,GM,All
