,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
28,0 days 00:00:25,"A: ok, i found a doorway",A,All
33,0 days 00:00:36,B: im in a doorway,B,All
34,0 days 00:00:41,A: the door has windows on either side of it,A,All
35,0 days 00:00:48,B: nope,B,All
36,0 days 00:00:53,B: the door is open,B,All
37,0 days 00:00:54,A: whats yours look like,A,All
38,0 days 00:01:01,B: we are in different rooms,B,All
47,0 days 00:01:13,A: keep describing yours,A,All
48,0 days 00:01:13,B: to you want to find me or me you,B,All
49,0 days 00:01:17,A: i'm looking around,A,All
54,0 days 00:01:24,B: the door in wooden,B,All
55,0 days 00:01:31,A: okay,A,All
56,0 days 00:01:34,A: a car out the door?,A,All
57,0 days 00:01:39,A: and white cabinets to the right?,A,All
58,0 days 00:01:46,B: yes ,B,All
59,0 days 00:01:48,A: wood floor?,A,All
60,0 days 00:01:49,A: ok,A,All
62,0 days 00:01:50,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
63,0 days 00:01:52,B: yes,B,All
65,0 days 00:01:56,GM: Well done! Both of you are                            indeed in the same room of type: d/doorway/indoor!,GM,All
66,0 days 00:01:56,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
67,0 days 00:01:56,GM: ,GM,All
68,0 days 00:01:56,GM: Here's your token: 407P80C3Y,GM,All
69,0 days 00:02:02,A: ,A,All
71,0 days 00:02:33,B: ,B,All
73,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
74,0 days 03:11:28,GM: ,GM,All
