,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
20,0 days 00:00:18,B: p/playroom,B,All
25,0 days 00:00:53,A: I am in the play room,A,All
32,0 days 00:01:26,A: there is a poster of fish and hopscotch run in the room.,A,All
33,0 days 00:02:15,A: hello?,A,All
35,0 days 00:02:33,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
36,0 days 00:02:52,A: Fucking douche,A,All
37,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
38,0 days 00:03:02,A: Ass captain,A,All
39,0 days 00:03:08,A: ,A,All
42,0 days 00:03:36,GM: Well done! Both of you are                            indeed in the same room of type: p/playroom!,GM,All
43,0 days 00:03:36,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
44,0 days 00:03:36,GM: ,GM,All
45,0 days 00:03:36,GM: Here's your token: 2155MIW78,GM,All
46,0 days 00:03:56,B: ,B,All
48,0 days 01:40:34,GM: ,GM,All
