,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
21,0 days 00:00:23,"B: hello, do not hit sone until we knowin same room",B,All
32,0 days 00:00:36,A: go south from the street,A,All
36,0 days 00:00:38,A: I'm in,A,All
45,0 days 00:00:56,A: get to the street and go south from there,A,All
46,0 days 00:01:01,B: i am inone also,B,All
47,0 days 00:01:05,A: are you there yet?,A,All
48,0 days 00:01:06,B: white boiler ?,B,All
49,0 days 00:01:13,A: yep we are there,A,All
51,0 days 00:01:16,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
54,0 days 00:01:22,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
55,0 days 00:01:23,GM: Well done! Both of you are                            indeed in the same room of type: b/basement!,GM,All
56,0 days 00:01:24,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
57,0 days 00:01:25,GM: ,GM,All
58,0 days 00:01:25,GM: Here's your token: 327CJCWHD,GM,All
59,0 days 00:01:41,B: ,B,All
61,0 days 00:01:51,A: ,A,All
63,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
64,0 days 04:10:27,GM: ,GM,All
