,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
20,0 days 00:00:09,B: n,B,All
37,0 days 00:00:45,B: Im in a home office,B,All
38,0 days 00:00:54,A: white walls?,A,All
39,0 days 00:00:57,B: wooden desk,B,All
40,0 days 00:01:04,A: coat on chair?,A,All
41,0 days 00:01:05,B: metal bookshelf,B,All
42,0 days 00:01:09,B: no coat,B,All
43,0 days 00:01:13,A: ok let me find you,A,All
44,0 days 00:01:15,B: you want to find me ,B,All
53,0 days 00:01:27,B: black bag by the door,B,All
54,0 days 00:01:31,B: white walls,B,All
55,0 days 00:01:38,B: wooden floors,B,All
64,0 days 00:01:49,B: rug on floor right handside,B,All
65,0 days 00:02:04,B: part of a couch is visable,B,All
66,0 days 00:02:11,B: large paint on the was,B,All
67,0 days 00:02:16,A: huge picture on wall?,A,All
68,0 days 00:02:17,B: black lamp on desk,B,All
69,0 days 00:02:26,A: cross near window/,A,All
70,0 days 00:02:31,B: yes,B,All
72,0 days 00:02:32,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
74,0 days 00:02:36,GM: Well done! Both of you are                            indeed in the same room of type: h/home_office!,GM,All
75,0 days 00:02:37,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
76,0 days 00:02:37,GM: ,GM,All
77,0 days 00:02:37,GM: Here's your token: 798T4WLNA,GM,All
78,0 days 00:02:58,A: ,A,All
80,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
81,0 days 00:05:19,B: ,B,All
83,0 days 01:06:27,GM: ,GM,All
