,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
24,0 days 00:00:16,A: Hey,A,All
27,0 days 00:00:18,B: i am in a nursey,B,All
34,0 days 00:00:26,B: chair with a teddy bear on it,B,All
35,0 days 00:00:30,B: tan walls,B,All
40,0 days 00:00:36,B: pink bear on the dresser,B,All
41,0 days 00:00:37,A: pregnant lady?,A,All
54,0 days 00:00:47,B: no people in the room,B,All
109,0 days 00:02:00,B: there is a window filled with sunlight,B,All
114,0 days 00:02:22,A: alright white beat on brown chair,A,All
115,0 days 00:02:27,B: yes,B,All
116,0 days 00:02:30,A: window on right and small pink bear got it,A,All
117,0 days 00:02:34,B: yup,B,All
119,0 days 00:02:35,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
121,0 days 00:02:36,GM: Well done! Both of you are                            indeed in the same room of type: n/nursery!,GM,All
122,0 days 00:02:37,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
123,0 days 00:02:37,GM: ,GM,All
124,0 days 00:02:37,GM: Here's your token: 7694EUELS,GM,All
125,0 days 00:02:48,A: ,A,All
127,0 days 00:02:56,B: ,B,All
129,0 days 00:03:02,GM: Attention: you are in the game for 3 minutes!,GM,All
130,0 days 01:34:31,GM: ,GM,All
