,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
52,0 days 00:00:34,B: OKay I'm in a bathroom,B,All
57,0 days 00:00:43,B: pedastal sink,B,All
58,0 days 00:00:45,A: im still looking ,A,All
59,0 days 00:00:47,B: bidet and a toilet,B,All
62,0 days 00:00:55,B: wooden floor,B,All
63,0 days 00:01:03,B: and looks like wooden walls,B,All
82,0 days 00:01:20,B: looks like black dishes on floor next to the sink,B,All
105,0 days 00:02:08,A: no decorations,A,All
106,0 days 00:02:14,B: yes,B,All
107,0 days 00:02:19,A: im here,A,All
109,0 days 00:02:22,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
110,0 days 00:02:25,B: okay great job!,B,All
112,0 days 00:02:27,GM: Well done! Both of you are                            indeed in the same room of type: b/bathroom!,GM,All
113,0 days 00:02:27,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
114,0 days 00:02:27,GM: ,GM,All
115,0 days 00:02:28,GM: Here's your token: 721QQO2KB,GM,All
116,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
117,0 days 00:03:04,B: ,B,All
119,0 days 01:00:32,A: ,A,All
121,0 days 02:45:52,GM: ,GM,All
