,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
20,0 days 00:00:13,A: Hello,A,All
22,0 days 00:00:16,B: hi,B,All
52,0 days 00:00:49,A:  I found a balcony,A,All
61,0 days 00:00:58,"A: All white , white chair, white table",A,All
62,0 days 00:01:01,A: Overlooking ocean,A,All
63,0 days 00:01:06,B: yep,B,All
64,0 days 00:01:14,A: Cool,A,All
65,0 days 00:01:15,B: i am there,B,All
67,0 days 00:01:16,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
69,0 days 00:01:19,GM: Well done! Both of you are                            indeed in the same room of type: b/balcony/interior!,GM,All
70,0 days 00:01:19,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
71,0 days 00:01:20,GM: ,GM,All
72,0 days 00:01:20,GM: Here's your token: 490G3N28V,GM,All
73,0 days 00:01:38,A: nj,A,All
74,0 days 00:01:46,A: ,A,All
76,0 days 00:01:55,B: ,B,All
78,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
79,0 days 02:18:09,GM: ,GM,All
