,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
24,0 days 00:00:24,A: hi,A,All
27,0 days 00:00:29,B: I see a large wooden cellar with a bottle immediately on the bottom left corner,B,All
28,0 days 00:00:32,B: hello,B,All
61,0 days 00:00:53,A: k i'm here,A,All
67,0 days 00:00:56,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
68,0 days 00:01:03,B: Okay,B,All
70,0 days 00:01:04,GM: Well done! Both of you are                            indeed in the same room of type: w/wine_cellar/bottle_storage!,GM,All
71,0 days 00:01:05,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
72,0 days 00:01:05,GM: ,GM,All
73,0 days 00:01:05,GM: Here's your token: 2619KQG8J,GM,All
74,0 days 00:01:09,B: good job!,B,All
75,0 days 00:01:27,A: ,A,All
77,0 days 00:01:31,B: ,B,All
79,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
80,0 days 00:54:28,GM: ,GM,All
