,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
28,0 days 00:00:36,B: i am in a basement,B,All
29,0 days 00:00:42,A: ok let me find you,A,All
30,0 days 00:00:43,B: ping pong table,B,All
31,0 days 00:00:48,B: carpet ,B,All
140,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
141,0 days 00:03:04,A: wooden stairs?,A,All
142,0 days 00:03:30,B: yes,B,All
143,0 days 00:03:34,A: ping pong table in lower right corner almost off the page?,A,All
144,0 days 00:03:36,B: yes,B,All
146,0 days 00:03:42,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
148,0 days 00:03:49,GM: Well done! Both of you are                            indeed in the same room of type: b/basement!,GM,All
149,0 days 00:03:49,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
150,0 days 00:03:49,GM: ,GM,All
151,0 days 00:03:50,GM: Here's your token: 758QNDQ16,GM,All
152,0 days 00:04:06,A: ,A,All
154,0 days 00:04:31,B: ,B,All
156,0 days 01:49:52,GM: ,GM,All
