,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
30,0 days 00:00:32,B: in a bathroom two sinks,B,All
35,0 days 00:00:47,B: pink towel seen in mirror,B,All
36,0 days 00:00:49,A: I'm in the bathroom,A,All
37,0 days 00:01:02,A: flower arrangements on the sink?,A,All
38,0 days 00:01:03,B: the one i described,B,All
39,0 days 00:01:10,"B: no flowers,",B,All
40,0 days 00:01:29,B: we are in different bathroom to you wish to find me or me you,B,All
41,0 days 00:01:39,A: find me please,A,All
42,0 days 00:01:43,B: k,B,All
47,0 days 00:02:04,B: describe your bathroom in detail as i look,B,All
48,0 days 00:02:13,A: from the entertainment room go east then south,A,All
49,0 days 00:02:24,A: mirrors on the right wall,A,All
50,0 days 00:02:31,A: a long line of sinks on right,A,All
51,0 days 00:02:36,B: d/n,B,All
54,0 days 00:02:41,A: flower arrangements on the sink,A,All
65,0 days 00:02:56,A: from the entertainment room go east then south,A,All
66,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
75,0 days 00:03:14,B: .e,B,All
84,0 days 00:03:28,A: from the entertainment room go east then south,A,All
89,0 days 00:03:47,B: there are more than one of each type of room,B,All
91,0 days 00:03:58,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
92,0 days 00:03:59,B: are there a lot of sinks in your room,B,All
93,0 days 00:04:04,A: yes a lot of sinks,A,All
94,0 days 00:04:12,B: purple counters,B,All
95,0 days 00:04:25,A: they look like brown marble to me,A,All
96,0 days 00:04:45,B: lets try,B,All
99,0 days 00:04:49,"GM: You've managed to meet up in the same room,                            but it is not the room of type: b/bathroom!",GM,All
100,0 days 00:04:49,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
101,0 days 00:04:49,GM: ,GM,All
102,0 days 00:04:50,GM: Here's your token: 474RTDRQ5,GM,All
103,0 days 00:04:50,"GM: You've managed to meet up in the same room,                            but it is not the room of type: b/bathroom!",GM,All
104,0 days 00:04:50,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
105,0 days 00:04:51,GM: ,GM,All
106,0 days 00:04:51,GM: Here's your token: 473L868GL,GM,All
107,0 days 00:05:06,A: ,A,All
109,0 days 00:06:18,B: ,B,All
111,0 days 02:27:50,GM: ,GM,All
