,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
30,0 days 00:00:22,A: found a bedroom ,A,All
35,0 days 00:00:28,"A: all wood, curtains on bed",A,All
36,0 days 00:00:29,B: describe,B,All
41,0 days 00:00:39,B: fancy?,B,All
42,0 days 00:00:46,"A: mirror on table, and tall standing mirror",A,All
44,0 days 00:00:51,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
45,0 days 00:00:56,B: im there,B,All
47,0 days 00:00:57,GM: Well done! Both of you are                            indeed in the same room of type: b/bedroom!,GM,All
48,0 days 00:00:57,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
49,0 days 00:00:57,GM: ,GM,All
50,0 days 00:00:58,GM: Here's your token: 521PBQXMV,GM,All
51,0 days 00:01:04,B: ,B,All
53,0 days 00:01:13,A: ,A,All
55,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
56,0 days 01:58:30,GM: ,GM,All
