,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:07,A: hey,A,All
21,0 days 00:00:11,B: hi,B,All
38,0 days 00:00:31,"B: im in a nursery, yellow walls, red bird decals on wall, a crib, a couch with a pink teddy bear",B,All
47,0 days 00:01:05,A: I'm in the wrong room,A,All
60,0 days 00:01:27,B: ok let me know when you get the nursery,B,All
65,0 days 00:01:59,A: The floor is red right?,A,All
66,0 days 00:02:12,B: yes,B,All
67,0 days 00:02:17,A: alright,A,All
69,0 days 00:02:20,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
70,0 days 00:02:22,"B: ok, done",B,All
72,0 days 00:02:24,GM: Well done! Both of you are                            indeed in the same room of type: n/nursery!,GM,All
73,0 days 00:02:24,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
74,0 days 00:02:24,GM: ,GM,All
75,0 days 00:02:24,GM: Here's your token: 1191YBAHXF,GM,All
76,0 days 00:02:35,B: ,B,All
78,0 days 00:02:58,A: ,A,All
80,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
81,0 days 00:34:28,GM: ,GM,All
