,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:04,B: hello,B,All
23,0 days 00:00:14,A: hello,A,All
28,0 days 00:00:20,A: where are you,A,All
31,0 days 00:00:29,A: im in a kitchen,A,All
36,0 days 00:00:44,B: im in a reading room,B,All
37,0 days 00:00:48,B: hugh area,B,All
38,0 days 00:00:52,"A: oh, okay i have to meet you there",A,All
39,0 days 00:00:59,B: looks like a linrary almoat,B,All
40,0 days 00:01:04,B: cirxular tanles,B,All
41,0 days 00:01:04,A: im going to try moving around to find it,A,All
48,0 days 00:01:17,B: square and circular tables,B,All
49,0 days 00:01:20,A: oh wait i think im in it,A,All
50,0 days 00:01:27,B: describe?,B,All
51,0 days 00:01:35,A: looks like a library,A,All
52,0 days 00:01:38,A: but large rectangular benches,A,All
53,0 days 00:01:40,A: different?,A,All
54,0 days 00:01:49,A: with dark green lamps,A,All
55,0 days 00:01:55,B: different,B,All
56,0 days 00:01:59,B: i'll find you,B,All
57,0 days 00:02:01,B: stay,B,All
58,0 days 00:02:01,A: kk ill move again,A,All
59,0 days 00:02:04,"A: wait, no",A,All
60,0 days 00:02:06,A: we need to meet in reading room,A,All
61,0 days 00:02:09,A: ill go to u,A,All
62,0 days 00:02:12,"B: ok, ",B,All
71,0 days 00:02:26,B: waiting,B,All
84,0 days 00:02:59,A: wait i think i foudn it,A,All
85,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
86,0 days 00:03:03,A: does it have huge windows,A,All
87,0 days 00:03:08,"B: small circulat table in middle of room, to right of it small square table",B,All
88,0 days 00:03:12,B: yes,B,All
89,0 days 00:03:18,A: yup got it ,A,All
90,0 days 00:03:21,A: i think we can finish,A,All
92,0 days 00:03:24,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
94,0 days 00:03:26,GM: Well done! Both of you are                            indeed in the same room of type: r/reading_room!,GM,All
95,0 days 00:03:26,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
96,0 days 00:03:26,GM: ,GM,All
97,0 days 00:03:26,GM: Here's your token: 89796BLOE,GM,All
98,0 days 00:03:40,B: ,B,All
100,0 days 00:03:51,A: ,A,All
