,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:00,GM: ,GM,All
52,0 days 00:00:25,A: im in a locker room,A,All
53,0 days 00:00:31,B: me too it has brazil jerseys,B,All
54,0 days 00:00:32,A: yellow jerseys,A,All
55,0 days 00:00:33,A: yes,A,All
56,0 days 00:00:37,B: ok great!,B,All
58,0 days 00:00:39,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
60,0 days 00:00:42,GM: Well done! Both of you are                            indeed in the same room of type: l/locker_room!,GM,All
61,0 days 00:00:42,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
62,0 days 00:00:42,GM: ,GM,All
63,0 days 00:00:42,GM: Here's your token: 1019WE03I9,GM,All
64,0 days 00:01:01,A: ,A,All
66,0 days 00:01:04,B: ,B,All
68,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
69,0 days 00:29:07,GM: ,GM,All
