,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
38,0 days 00:00:35,A: I'm at a doorway,A,All
39,0 days 00:00:37,B: i am in a doorway ,B,All
40,0 days 00:00:45,B: its not pretty there is caution tape on the door lol,B,All
41,0 days 00:00:50,A: red door open to the left with another behind it,A,All
42,0 days 00:00:55,A: should I try to find yours?,A,All
43,0 days 00:01:03,B: come to me,B,All
80,0 days 00:01:32,B: im pretty sure this is the only one with caution tape but just in case its a white door ,B,All
105,0 days 00:01:53,B: outside all you see is either trees or really thick bush,B,All
106,0 days 00:01:57,A: I found it,A,All
108,0 days 00:02:00,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
110,0 days 00:02:01,GM: Well done! Both of you are                            indeed in the same room of type: d/doorway/indoor!,GM,All
111,0 days 00:02:01,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
112,0 days 00:02:01,GM: ,GM,All
113,0 days 00:02:02,GM: Here's your token: 990R61E1V,GM,All
114,0 days 00:02:18,A: ,A,All
116,0 days 00:02:38,B: ,B,All
118,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
