,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
34,0 days 00:00:28,A: found one with candles and a painting on wall,A,All
35,0 days 00:00:33,B: I'm in what looks like a dining room too,B,All
36,0 days 00:00:36,A: white mugs on table,A,All
37,0 days 00:00:39,A: describe,A,All
38,0 days 00:00:43,A: .e,A,All
43,0 days 00:00:45,B: What do the candles look like? Ah okay no mine's different,B,All
44,0 days 00:00:51,A: describe,A,All
45,0 days 00:00:55,A: i'll look for yours,A,All
60,0 days 00:01:06,"B: Mine has super ornate rug on the floor and chairs, wooden bench",B,All
69,0 days 00:01:16,B: Artwork on wall is nine circles in a grid,B,All
70,0 days 00:01:19,A: ok,A,All
71,0 days 00:01:21,A: im there,A,All
73,0 days 00:01:23,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
75,0 days 00:01:30,GM: Well done! Both of you are                            indeed in the same room of type: d/dining_room!,GM,All
76,0 days 00:01:31,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
77,0 days 00:01:31,GM: ,GM,All
78,0 days 00:01:31,GM: Here's your token: 549J2FMTO,GM,All
79,0 days 00:01:36,A: ,A,All
81,0 days 00:02:01,B: ,B,All
83,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
84,0 days 01:40:18,GM: ,GM,All
