,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
30,0 days 00:00:29,B: I found a child's room,B,All
31,0 days 00:00:35,B: butterfly themed,B,All
32,0 days 00:00:42,B: with flower bedsheets and matching drapes,B,All
43,0 days 00:01:28,B: you there?,B,All
48,0 days 00:01:40,A: im almost there i think,A,All
49,0 days 00:01:49,B: cool,B,All
98,0 days 00:03:02,GM: Attention: you are in the game for 3 minutes!,GM,All
103,0 days 00:03:12,A: ok im there,A,All
105,0 days 00:03:20,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
107,0 days 00:03:27,GM: Well done! Both of you are                            indeed in the same room of type: c/childs_room!,GM,All
108,0 days 00:03:27,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
109,0 days 00:03:28,GM: ,GM,All
110,0 days 00:03:28,GM: Here's your token: 933VKHTOK,GM,All
111,0 days 00:03:49,B: ,B,All
113,0 days 00:03:53,A: ,A,All
