,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
28,0 days 00:00:16,A: in a bedroom,A,All
33,0 days 00:00:40,A: wood chair in back center of pic,A,All
34,0 days 00:00:41,B: okay Im in a bedroom with pink bed,B,All
35,0 days 00:00:45,A: tv,A,All
36,0 days 00:00:52,B: nope,B,All
37,0 days 00:01:00,A: do you want to find me or me find you,A,All
38,0 days 00:01:04,B: you find me,B,All
39,0 days 00:01:11,B: pink striped bed,B,All
40,0 days 00:01:15,A: describe ,A,All
49,0 days 00:01:26,B: round pink table on left,B,All
50,0 days 00:01:35,A: .w,A,All
51,0 days 00:01:37,B: 2 red tapestries on wall,B,All
56,0 days 00:01:52,A: strange walls,A,All
57,0 days 00:01:55,B: yes,B,All
58,0 days 00:02:01,A: k there,A,All
60,0 days 00:02:04,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
62,0 days 00:02:08,GM: Well done! Both of you are                            indeed in the same room of type: b/bedroom!,GM,All
63,0 days 00:02:08,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
64,0 days 00:02:08,GM: ,GM,All
65,0 days 00:02:09,GM: Here's your token: 617IVWIPF,GM,All
66,0 days 00:02:29,B: ,B,All
68,0 days 00:02:30,A: ,A,All
70,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
71,0 days 00:45:32,GM: ,GM,All
