,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
32,0 days 00:00:19,B: okay i'm in an offce,B,All
37,0 days 00:00:26,"A: ok, I found a home office",A,All
38,0 days 00:00:28,B: old style tv,B,All
39,0 days 00:00:37,"A: yep, CRT monitor and rolling chair",A,All
40,0 days 00:00:39,B: next to a small desk,B,All
41,0 days 00:00:49,A: ink jet printer and CD rack,A,All
42,0 days 00:00:54,B: yep,B,All
44,0 days 00:00:58,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
46,0 days 00:01:03,GM: Well done! Both of you are                            indeed in the same room of type: h/home_office!,GM,All
47,0 days 00:01:03,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
48,0 days 00:01:03,GM: ,GM,All
49,0 days 00:01:03,GM: Here's your token: 9298X4HPM,GM,All
50,0 days 00:01:18,B: ,B,All
52,0 days 00:01:21,A: ,A,All
54,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
