,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
26,0 days 00:00:18,B: ok you find a playroom and describe it ,B,All
39,0 days 00:00:29,A: in a playroom,A,All
40,0 days 00:00:34,A: red mat on the floor,A,All
41,0 days 00:00:37,B: red mat ,B,All
42,0 days 00:00:41,B: mirror ,B,All
43,0 days 00:00:43,A: green ride on ,A,All
44,0 days 00:00:45,A: yep,A,All
45,0 days 00:00:48,B: sweet we got it ,B,All
47,0 days 00:00:49,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
49,0 days 00:00:50,GM: Well done! Both of you are                            indeed in the same room of type: p/playroom!,GM,All
50,0 days 00:00:50,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
51,0 days 00:00:50,GM: ,GM,All
52,0 days 00:00:50,GM: Here's your token: 859QU9F00,GM,All
53,0 days 00:02:09,B: ,B,All
55,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
56,0 days 00:03:18,A: ,A,All
