,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:09,B: Hey,B,All
21,0 days 00:00:13,A: Hi :),A,All
22,0 days 00:00:16,B: I am on the street,B,All
27,0 days 00:00:30,A: I think I'm in the living room,A,All
28,0 days 00:00:40,A: There's a tan couch and a white coffee table,A,All
35,0 days 00:00:54,B: stay there,B,All
40,0 days 00:00:58,A: a red chair on the right side and you can see someone foot and leg on the right,A,All
67,0 days 00:01:29,B: is there a checkered couch?,B,All
68,0 days 00:01:39,B: and two bears with welcome sign,B,All
69,0 days 00:01:44,A: No,A,All
88,0 days 00:02:13,B: brown couch and gray computer,B,All
89,0 days 00:02:15,B: ?,B,All
90,0 days 00:02:22,B: red chair,B,All
99,0 days 00:02:37,A: I found the checked couch,A,All
100,0 days 00:02:42,A: with the two bears,A,All
101,0 days 00:02:48,A: are you still there?,A,All
102,0 days 00:02:53,B: come to brown chair room,B,All
103,0 days 00:02:54,B: brown couch,B,All
104,0 days 00:02:55,A: fish on the wall,A,All
105,0 days 00:02:59,B: yeah go westr,B,All
106,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
111,0 days 00:03:10,A: ok i'm here tan couch white table,A,All
113,0 days 00:03:17,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
115,0 days 00:03:22,GM: Well done! Both of you are                            indeed in the same room of type: l/living_room!,GM,All
116,0 days 00:03:22,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
117,0 days 00:03:23,GM: ,GM,All
118,0 days 00:03:23,GM: Here's your token: 346TBBTZ1,GM,All
119,0 days 00:03:28,A: ,A,All
121,0 days 00:03:36,B: ,B,All
123,0 days 04:01:48,GM: ,GM,All
