,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
38,0 days 00:00:29,A: ok I am in locker room. It is light rink and empty.,A,All
39,0 days 00:00:34,A: light pink,A,All
40,0 days 00:00:45,B: how many lights are on the ceiling?,B,All
41,0 days 00:00:59,A: none.  I cant see it.  Are you also in a type of locker room?,A,All
42,0 days 00:01:24,"B: i am, there are 4 small lights up on the ceiling and a couple of doors are open in mine",B,All
43,0 days 00:01:37,B: also a wooden bench,B,All
44,0 days 00:01:38,A: stay where you are and I will try to move to you.,A,All
45,0 days 00:01:40,A: s,A,All
46,0 days 00:01:41,B: ok,B,All
61,0 days 00:02:03,B: i went south a lot so you just might need to go north,B,All
62,0 days 00:02:26,A: ok another room.  4 lights red carpet with circle logo in middle of carpet.  Full with jerseys in each locker?,A,All
63,0 days 00:02:33,B: no,B,All
64,0 days 00:02:37,B: empty lockers,B,All
65,0 days 00:02:46,A: right i will move again.,A,All
66,0 days 00:02:47,"B: no carpet plain flood, wooden bench",B,All
71,0 days 00:02:56,B: *floor,B,All
77,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
152,0 days 00:04:25,B: any luck?,B,All
153,0 days 00:04:30,A: right another room.  White lockers.  Red coca cola machine in corner.  Wooden benches,A,All
154,0 days 00:04:37,B: thats it,B,All
155,0 days 00:04:40,A: perfect!,A,All
157,0 days 00:04:47,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
159,0 days 00:04:52,GM: Well done! Both of you are                            indeed in the same room of type: l/locker_room!,GM,All
160,0 days 00:04:53,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
161,0 days 00:04:53,GM: ,GM,All
162,0 days 00:04:53,GM: Here's your token: 185MR5C7I,GM,All
163,0 days 00:05:34,B: ,B,All
165,0 days 00:07:09,A: ,A,All
167,0 days 01:56:05,GM: ,GM,All
