,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
30,0 days 00:00:33,A: i see french doors in this dining room,A,All
31,0 days 00:00:47,B: ok let me find it,B,All
40,0 days 00:00:56,"A: cooll front door, grey walls, i could totally live with this",A,All
65,0 days 00:01:55,B: wht does the table and chairs look like,B,All
74,0 days 00:02:10,A: shiny wood with a square centerpiece,A,All
79,0 days 00:02:28,A: well sorta square... has some fruit in it and its silver,A,All
80,0 days 00:02:32,B: found it,B,All
81,0 days 00:02:37,A: k great,A,All
83,0 days 00:02:38,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
85,0 days 00:02:38,GM: Well done! Both of you are                            indeed in the same room of type: d/dining_room!,GM,All
86,0 days 00:02:39,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
87,0 days 00:02:39,GM: ,GM,All
88,0 days 00:02:39,GM: Here's your token: 10603PBALY,GM,All
89,0 days 00:02:50,B: ,B,All
91,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
92,0 days 00:03:20,A: ,A,All
94,0 days 00:45:15,GM: ,GM,All
